,...1,valid,incent_heads,incent_guess,country_guess,gender,age,residence,heads,integ_1,integ_2,integ_3,integ_4,integ_5,integ_6,integ_7,integ_8,integ_9,integ_10,integ_11,integ_12,integ_13,integ_14,integ_15,guess,nationality,relig_service,nat2,quiz_1_correct,quiz_2_correct,quiz_3_correct,quiz_4_correct,quiz_5_correct,quiz_6_correct,marital,n_children,income,relig_import,educ_age,bad_behav_1,bad_behav_2,bad_behav_3,bad_behav_4,quiz_score
1044,1044,1,3,yes,Denmark,1.0,5.0,UK,False,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,41.0,UK,3.0,,0.0,0,0.0,0,0,0,2.0,1.0,25000,4.0,3.0,2.0,2.0,2.0,2.0,0
1045,1045,1,3,yes,Dinamarca,2.0,5.0,Portugal,True,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,70.0,Portugal,2.0,FL_242,0.0,0,0.0,0,0,0,2.0,2.0,,3.0,7.0,2.0,2.0,1.0,2.0,0
1046,1046,1,3,no,Indien,2.0,5.0,Denmark,False,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,98.0,Denmark,2.0,,0.0,0,0.0,0,1,0,4.0,3.0,22000,3.0,7.0,2.0,2.0,1.0,2.0,0
1047,1047,1,5,no,영국과 북 아일랜드의 영국,1.0,3.0,South Korea,True,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,40.0,South Korea,3.0,,1.0,1,0.0,1,1,0,1.0,2.0,20,3.0,7.0,2.0,2.0,1.0,2.0,2
1048,1048,1,5,no,Sudáfrica,2.0,5.0,Argentina,True,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,50.0,Argentina,3.0,,1.0,1,0.0,0,1,0,1.0,1.0,20000,3.0,1.0,2.0,2.0,1.0,1.0,1
1049,1049,1,5,yes,Danmark,2.0,5.0,Denmark,True,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,75.0,Denmark,2.0,,1.0,1,1.0,1,1,1,2.0,4.0,23,3.0,6.0,2.0,2.0,2.0,2.0,3
1050,1050,1,3,no,Portugal,2.0,6.0,Denmark,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,56.0,Denmark,2.0,,1.0,1,1.0,1,0,0,2.0,1.0,ikke svarer,3.0,6.0,2.0,2.0,2.0,2.0,2
1051,1051,1,5,no,Forenede Kongerige Storbritannien og Nordirland,2.0,2.0,Denmark,False,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,98.0,Denmark,2.0,,1.0,1,1.0,1,1,1,1.0,1.0,4000,3.0,8.0,1.0,2.0,2.0,2.0,3
1052,1052,1,5,no,Indien,2.0,5.0,Denmark,True,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,80.0,Denmark,2.0,,1.0,1,0.0,1,1,0,1.0,1.0,16900,3.0,6.0,2.0,2.0,2.0,2.0,2
1053,1053,1,3,no,Argentina,2.0,4.0,Portugal,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,Portugal,3.0,FL_241,0.0,0,0.0,0,0,0,2.0,2.0,<1500,4.0,7.0,2.0,2.0,2.0,2.0,0
1054,1054,1,5,no,덴마크,2.0,3.0,South Korea,True,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,60.0,South Korea,3.0,,0.0,0,0.0,0,0,0,1.0,1.0,0,4.0,8.0,2.0,2.0,1.0,2.0,0
1055,1055,1,3,yes,인도,2.0,2.0,South Korea,True,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,42.0,South Korea,2.0,,1.0,0,0.0,0,0,0,1.0,1.0,약 30만원,4.0,8.0,2.0,2.0,1.0,2.0,0
1056,1056,1,5,yes,Portugal,1.0,2.0,South Africa,False,2.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,95.0,South Africa,2.0,,0.0,0,0.0,0,0,0,1.0,1.0,800 zar,2.0,8.0,2.0,2.0,1.0,2.0,0
1057,1057,1,3,yes,영국과 북 아일랜드의 영국,1.0,3.0,South Korea,True,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,South Korea,3.0,,1.0,1,1.0,0,1,1,1.0,1.0,100만원,4.0,7.0,2.0,2.0,2.0,2.0,2
1058,1058,1,3,no,sydafrika,1.0,3.0,Denmark,True,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,97.0,Denmark,2.0,,1.0,1,1.0,1,0,1,4.0,3.0,19000,3.0,5.0,2.0,2.0,1.0,1.0,3
1059,1059,1,3,no,Argentina,2.0,4.0,UK,True,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,75.0,UK,3.0,,0.0,0,0.0,0,0,0,2.0,3.0,3500,4.0,4.0,2.0,2.0,2.0,2.0,0
1060,1060,1,3,no,South Africa,2.0,3.0,South Africa,True,,,,,,,,,,,,,,,,90.0,South Africa,1.0,,1.0,1,1.0,1,1,1,1.0,4.0,8500,1.0,7.0,1.0,2.0,1.0,2.0,3
1061,1061,1,5,yes,Argentina,1.0,6.0,Denmark,False,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,Denmark,3.0,,0.0,0,0.0,0,0,0,2.0,4.0,8000,4.0,7.0,2.0,2.0,2.0,2.0,0
1062,1062,1,5,yes,India,1.0,2.0,India,True,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,68.0,India,2.0,,0.0,0,0.0,0,0,0,1.0,1.0,,3.0,8.0,2.0,2.0,1.0,2.0,0
1063,1063,1,5,no,Argentina,2.0,3.0,UK,True,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,UK,3.0,,1.0,0,0.0,0,0,0,2.0,1.0,2500,4.0,7.0,2.0,2.0,2.0,1.0,0
1064,1064,1,3,yes,India,2.0,4.0,South Africa,True,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,South Africa,2.0,,1.0,1,1.0,1,1,1,2.0,3.0,R20 000,4.0,7.0,2.0,2.0,1.0,2.0,3
1065,1065,1,5,yes,United Kingdom of Great Britain and Northern Ireland,2.0,3.0,South Africa,True,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,90.0,South Africa,3.0,,0.0,1,1.0,0,0,0,1.0,1.0,6300,3.0,1.0,2.0,2.0,2.0,2.0,1
1066,1066,1,5,no,Argentina,2.0,6.0,Denmark,True,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,75.0,Denmark,2.0,,1.0,1,1.0,1,1,1,2.0,3.0,Ved det ikke,3.0,7.0,2.0,2.0,2.0,1.0,3
1067,1067,1,3,no,대한민국,1.0,4.0,South Korea,True,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,50.0,South Korea,2.0,,1.0,1,1.0,1,1,1,1.0,1.0,250만원,3.0,7.0,2.0,2.0,2.0,1.0,3
1068,1068,1,5,yes,인도,2.0,2.0,South Korea,False,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,90.0,South Korea,3.0,,1.0,1,1.0,1,0,0,1.0,1.0,6만원,4.0,8.0,2.0,2.0,2.0,2.0,2
1069,1069,1,5,yes,Índia,1.0,5.0,Portugal,True,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,50.0,Portugal,1.0,FL_237,0.0,0,0.0,0,0,0,2.0,1.0,550,1.0,7.0,2.0,2.0,2.0,2.0,0
1070,1070,1,5,no,Sudáfrica,2.0,2.0,Argentina,True,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,96.0,Argentina,2.0,,1.0,1,0.0,0,0,0,1.0,1.0,7.9,1.0,8.0,2.0,2.0,1.0,1.0,1
1071,1071,1,5,no,South Africa,2.0,4.0,India,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,70.0,India,2.0,,1.0,1,0.0,1,1,0,2.0,3.0,100000,2.0,7.0,2.0,2.0,2.0,2.0,2
1072,1072,1,5,yes,Indien,1.0,6.0,Denmark,True,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,50.0,Denmark,2.0,,0.0,0,0.0,0,0,0,5.0,1.0,14000 kr.,3.0,7.0,2.0,2.0,2.0,2.0,0
1073,1073,1,3,no,Forenede Kongerige Storbritannien og Nordirland,1.0,6.0,Denmark,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,Denmark,2.0,,0.0,0,0.0,0,0,0,2.0,5.0,11500,3.0,1.0,2.0,2.0,2.0,2.0,0
1074,1074,1,3,yes,Republic of Korea,2.0,2.0,South Africa,True,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,20.0,South Africa,2.0,,0.0,0,0.0,0,0,0,1.0,2.0,Do not earn an income,1.0,8.0,2.0,2.0,1.0,2.0,0
1075,1075,1,3,no,India,1.0,6.0,India,True,2.0,4.0,,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,80.0,India,1.0,,1.0,1,1.0,1,1,1,2.0,2.0,30000,2.0,5.0,2.0,2.0,2.0,2.0,3
1076,1076,1,5,no,South Africa,2.0,2.0,India,True,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,8.0,India,1.0,,0.0,0,0.0,0,0,0,1.0,1.0,12000,1.0,8.0,2.0,2.0,1.0,1.0,0
1077,1077,1,3,no,India,2.0,5.0,Argentina,False,1.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,90.0,Argentina,1.0,,1.0,0,1.0,1,1,0,1.0,3.0,6000,1.0,7.0,2.0,2.0,1.0,2.0,1
1078,1078,1,5,yes,Portugal,1.0,6.0,South Africa,False,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,50.0,South Africa,2.0,,0.0,0,0.0,0,1,0,4.0,4.0,2000,3.0,1.0,2.0,2.0,2.0,2.0,0
1079,1079,1,3,no,Argentina,1.0,5.0,South Africa,False,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,15.0,South Africa,2.0,,1.0,0,1.0,1,1,1,4.0,3.0,9000,2.0,4.0,2.0,2.0,2.0,2.0,2
1080,1080,1,5,no,Republic of Korea,2.0,2.0,India,True,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,90.0,India,2.0,,0.0,0,0.0,0,0,0,1.0,1.0,30000,2.0,7.0,2.0,2.0,2.0,2.0,0
1081,1081,1,3,yes,United Kingdom of Great Britain and Northern Ireland,1.0,6.0,South Africa,True,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,75.0,South Africa,1.0,,0.0,0,0.0,0,0,0,2.0,5.0,15 000,2.0,7.0,2.0,2.0,2.0,2.0,0
1082,1082,1,5,yes,sydafrika,2.0,6.0,Denmark,True,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,100.0,Denmark,2.0,,1.0,1,1.0,1,1,0,1.0,3.0,21500,3.0,7.0,2.0,2.0,2.0,2.0,2
1083,1083,1,5,no,Reino Unido da Grã-Bretanha e Irlanda do Norte,2.0,4.0,Portugal,True,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,20.0,Portugal,1.0,FL_239,1.0,1,1.0,1,1,1,2.0,5.0,600,1.0,1.0,2.0,2.0,2.0,2.0,3
1084,1084,1,3,yes,Portugal,2.0,4.0,Portugal,False,2.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,50.0,Portugal,3.0,FL_240,1.0,1,1.0,1,1,1,1.0,1.0,1699,4.0,7.0,2.0,2.0,1.0,2.0,3
1085,1085,1,3,yes,South Africa,2.0,6.0,India,False,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,45.0,India,1.0,,0.0,0,0.0,0,0,0,2.0,2.0,"INR10,000",1.0,7.0,2.0,2.0,2.0,2.0,0
1086,1086,1,5,yes,Argentina,1.0,5.0,Argentina,False,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,30.0,Argentina,2.0,,0.0,0,0.0,0,0,0,2.0,3.0,11500,2.0,1.0,2.0,2.0,1.0,2.0,0
1087,1087,1,5,yes,Argentina,2.0,4.0,South Africa,False,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,90.0,South Africa,2.0,,1.0,1,1.0,1,1,1,1.0,1.0,12000,3.0,1.0,2.0,2.0,2.0,2.0,3
1088,1088,1,5,no,남아프리카,1.0,4.0,South Korea,True,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,90.0,South Korea,3.0,,0.0,0,0.0,0,0,0,1.0,1.0,80,4.0,7.0,2.0,2.0,1.0,2.0,0
1089,1089,1,3,no,South Africa,1.0,2.0,South Africa,True,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,50.0,South Africa,2.0,,1.0,1,1.0,1,1,1,1.0,1.0,0,2.0,5.0,2.0,2.0,2.0,2.0,3
1090,1090,1,3,yes,Republic of Korea,2.0,4.0,South Africa,False,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,80.0,South Africa,1.0,,1.0,1,1.0,1,1,1,2.0,4.0,15000,1.0,1.0,2.0,2.0,2.0,2.0,3
1091,1091,1,5,no,Portugal,2.0,4.0,South Africa,True,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,South Africa,2.0,,0.0,0,0.0,0,0,0,4.0,3.0,25 000,2.0,7.0,2.0,1.0,1.0,1.0,0
1092,1092,1,3,no,República da Coreia,2.0,2.0,Portugal,True,4.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,99.0,Portugal,1.0,FL_238,1.0,1,1.0,1,1,1,1.0,1.0,não sei,2.0,8.0,2.0,2.0,2.0,2.0,3
1093,1093,1,3,no,Republikken Korea,2.0,6.0,Denmark,False,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,95.0,Denmark,2.0,,0.0,0,0.0,0,0,0,5.0,3.0,36000,2.0,5.0,2.0,2.0,2.0,2.0,0
1094,1094,1,3,no,Denmark,1.0,5.0,India,True,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,100.0,India,2.0,,1.0,1,1.0,1,1,1,2.0,4.0,15000,3.0,7.0,2.0,2.0,2.0,2.0,3
1095,1095,1,3,yes,Denmark,1.0,2.0,India,True,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,70.0,India,3.0,,0.0,0,0.0,1,0,0,1.0,1.0,40000,2.0,7.0,1.0,1.0,1.0,1.0,1
1096,1096,1,5,yes,Portugal,1.0,5.0,India,True,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,75.0,India,2.0,,0.0,0,0.0,0,0,0,2.0,3.0,"300,000",2.0,6.0,2.0,2.0,1.0,2.0,0
1097,1097,1,3,no,포르투갈,1.0,2.0,South Korea,True,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30.0,South Korea,1.0,,1.0,1,1.0,1,1,1,1.0,1.0,"1,500,000",2.0,6.0,2.0,2.0,1.0,2.0,3
1098,1098,1,5,no,Argentina,2.0,3.0,South Africa,False,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,90.0,South Africa,1.0,,1.0,0,0.0,0,0,0,4.0,2.0,"R17,000",1.0,7.0,2.0,2.0,1.0,2.0,0
1099,1099,1,5,no,India,1.0,2.0,India,True,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,India,2.0,,0.0,1,0.0,0,0,1,1.0,1.0,5000,3.0,8.0,2.0,2.0,1.0,2.0,2
1100,1100,1,3,no,South Africa,2.0,4.0,South Africa,False,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,95.0,South Africa,3.0,,1.0,1,1.0,1,1,1,1.0,1.0,R41000,4.0,6.0,2.0,2.0,1.0,1.0,3
1101,1101,1,5,yes,South Africa,1.0,5.0,South Africa,False,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,90.0,South Africa,1.0,,0.0,0,0.0,0,0,0,4.0,3.0,ZAR 6000.00,1.0,4.0,2.0,2.0,1.0,2.0,0
1102,1102,1,5,no,Indien,2.0,4.0,Denmark,False,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,75.0,Denmark,3.0,,0.0,0,0.0,0,0,0,2.0,5.0,14500,3.0,7.0,2.0,2.0,1.0,2.0,0
1103,1103,1,5,no,Reino Unido da Grã-Bretanha e Irlanda do Norte,1.0,5.0,Portugal,False,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,60.0,Portugal,3.0,FL_239,0.0,0,0.0,0,1,0,2.0,3.0,600€,4.0,7.0,2.0,2.0,1.0,2.0,0
1104,1104,1,3,yes,Republic of Korea,1.0,2.0,India,True,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,35.0,India,2.0,,1.0,1,0.0,1,1,1,1.0,1.0,25000,1.0,7.0,1.0,1.0,2.0,2.0,3
1105,1105,1,3,yes,덴마크,1.0,5.0,South Korea,True,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,50.0,South Korea,3.0,,0.0,0,0.0,0,0,0,1.0,1.0,190,4.0,7.0,2.0,2.0,1.0,2.0,0
1106,1106,1,3,no,Republikken Korea,1.0,2.0,Denmark,True,4.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,80.0,Denmark,2.0,,1.0,1,1.0,0,0,1,1.0,1.0,5000,3.0,8.0,2.0,2.0,2.0,2.0,2
1107,1107,1,3,no,sydafrika,1.0,5.0,Denmark,False,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,30.0,Denmark,3.0,,1.0,0,0.0,0,0,0,2.0,5.0,11000,4.0,1.0,2.0,2.0,2.0,2.0,0
1108,1108,1,5,yes,Portugal,2.0,6.0,Portugal,True,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,100.0,Portugal,2.0,FL_240,1.0,1,1.0,1,1,1,2.0,2.0,1500,3.0,7.0,2.0,2.0,2.0,2.0,3
1109,1109,1,3,yes,Dinamarca,2.0,2.0,Portugal,False,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,99.0,Portugal,3.0,FL_242,1.0,1,1.0,1,1,0,1.0,1.0,1000,2.0,5.0,2.0,2.0,2.0,2.0,2
1110,1110,1,5,yes,África Do Sul,,5.0,Portugal,False,3.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,50.0,Portugal,2.0,FL_243,1.0,1,0.0,0,0,1,2.0,2.0,900€,3.0,7.0,2.0,2.0,2.0,2.0,2
1111,1111,1,3,yes,Argentina,2.0,2.0,Portugal,True,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,40.0,Portugal,2.0,FL_241,1.0,1,1.0,1,0,1,1.0,1.0,190,3.0,8.0,2.0,2.0,1.0,2.0,3
1112,1112,1,3,no,Argentina,1.0,3.0,South Africa,True,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,50.0,South Africa,1.0,,1.0,0,0.0,0,1,0,1.0,1.0,5300,1.0,7.0,2.0,2.0,2.0,2.0,0
1113,1113,1,5,no,África Do Sul,2.0,4.0,Portugal,False,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,95.0,Portugal,2.0,FL_243,1.0,1,1.0,1,0,0,1.0,2.0,,3.0,7.0,2.0,2.0,2.0,2.0,2
1114,1114,1,3,yes,India,1.0,4.0,South Africa,True,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,50.0,South Africa,1.0,,1.0,1,1.0,1,1,1,1.0,2.0,R 25000,1.0,4.0,2.0,2.0,2.0,2.0,3
1115,1115,1,5,yes,Portugal,2.0,4.0,South Africa,False,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,80.0,South Africa,2.0,,0.0,0,0.0,0,0,0,2.0,3.0,R6500,2.0,7.0,2.0,2.0,1.0,2.0,0
1116,1116,1,3,no,Denmark,2.0,5.0,South Africa,True,2.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,,South Africa,1.0,,0.0,0,0.0,0,0,0,1.0,1.0,na,1.0,1.0,2.0,2.0,2.0,2.0,0
1117,1117,1,5,yes,Portugal,2.0,3.0,South Africa,True,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,,South Africa,1.0,,0.0,0,0.0,0,0,0,1.0,1.0,ZAR270 000,1.0,1.0,2.0,2.0,1.0,1.0,0
1118,1118,1,5,yes,덴마크,2.0,4.0,South Korea,True,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,70.0,South Korea,3.0,,1.0,0,0.0,0,0,0,1.0,1.0,120,4.0,5.0,2.0,2.0,1.0,,0
1119,1119,1,5,no,República de Corea,1.0,5.0,Argentina,False,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,66.0,Argentina,3.0,,1.0,0,0.0,0,1,0,4.0,3.0,19000,4.0,7.0,2.0,2.0,2.0,2.0,0
1120,1120,1,3,no,Portugal,2.0,3.0,Denmark,False,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,20.0,Denmark,2.0,,1.0,1,0.0,1,1,0,2.0,2.0,10000,3.0,5.0,2.0,2.0,2.0,2.0,2
1121,1121,1,5,yes,Argentina,1.0,6.0,Portugal,True,4.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,30.0,Portugal,1.0,FL_241,0.0,0,1.0,1,1,1,4.0,3.0,950,2.0,3.0,2.0,1.0,2.0,2.0,2
1122,1122,1,3,yes,República da Coreia,2.0,2.0,Portugal,True,4.0,4.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,90.0,Portugal,1.0,FL_238,1.0,1,1.0,1,1,0,1.0,1.0,500,2.0,8.0,2.0,2.0,1.0,2.0,2
1123,1123,1,3,yes,Portugal,2.0,5.0,South Africa,False,4.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,50.0,South Africa,3.0,,0.0,1,1.0,0,1,0,2.0,3.0,35000 RSA rand,3.0,8.0,2.0,2.0,2.0,2.0,1
1124,1124,1,5,no,Republic of Korea,1.0,4.0,India,True,4.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,70.0,India,1.0,,0.0,0,0.0,0,0,0,2.0,3.0,180000,2.0,7.0,2.0,2.0,2.0,2.0,0
1125,1125,1,3,yes,인도,1.0,5.0,South Korea,True,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,7.0,South Korea,3.0,,1.0,0,0.0,0,1,0,2.0,2.0,5000000,4.0,7.0,2.0,2.0,2.0,2.0,0
1126,1126,1,5,no,Índia,1.0,4.0,Portugal,True,4.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,95.0,Portugal,3.0,FL_237,1.0,1,1.0,1,1,1,2.0,5.0,1500,4.0,7.0,2.0,2.0,2.0,1.0,3
1127,1127,1,5,no,Portugal,1.0,6.0,Portugal,False,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,50.0,Portugal,2.0,FL_240,0.0,1,1.0,1,0,0,2.0,2.0,900,3.0,7.0,2.0,2.0,2.0,2.0,2
1128,1128,1,5,no,Argentina,2.0,5.0,Denmark,False,4.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,10.0,Denmark,2.0,,1.0,0,0.0,0,1,0,2.0,3.0,16,3.0,5.0,2.0,2.0,2.0,2.0,0
